wowie_rank,wowie_score,wowie_raw_score,topic_rank,topic_score,topic_raw_score,fun_rank,fun_score,fun_raw_score,simplicity_rank,simplicity_score,simplicity_raw_score,sound_rank,sound_score,sound_raw_score,visuals_rank,visuals_score,visuals_raw_score,creativity_rank,creativity_score,creativity_raw_score
#910,1.556,2.200,#778,2.121,3.000,#787,2.121,3.000,#613,3.111,4.400,#887,1.414,2.000,#856,1.838,2.600,#915,1.697,2.400
#910,1.556,2.200,#915,1.556,2.200,#886,1.697,2.400,#847,2.404,3.400,#781,1.838,2.600,#698,2.404,3.400,#889,1.838,2.600
#915,1.554,1.857,#918,1.554,1.857,#929,1.554,1.857,#856,2.390,2.857,#851,1.554,1.857,#923,1.554,1.857,#848,2.032,2.429
#916,1.549,2.000,#860,1.807,2.333,#948,1.420,1.833,#983,1.549,2.000,#620,2.453,3.167,#682,2.453,3.167,#765,2.324,3.000
#916,1.549,2.000,#922,1.549,2.000,#863,1.807,2.333,#806,2.582,3.333,#883,1.420,1.833,#926,1.549,2.000,#946,1.549,2.000
#916,1.549,2.000,#922,1.549,2.000,#894,1.678,2.167,#952,1.936,2.500,#571,2.582,3.333,#588,2.711,3.500,#667,2.582,3.333
#916,1.549,2.000,#760,2.195,2.833,#930,1.549,2.000,#875,2.324,3.000,#883,1.420,1.833,#832,1.936,2.500,#831,2.066,2.667
#920,1.461,2.667,#816,2.008,3.667,#938,1.461,2.667,#979,1.643,3.000,#976,0.913,1.667,#956,1.278,2.333,#926,1.643,3.000
#920,1.461,2.667,#926,1.461,2.667,#961,1.278,2.333,#911,2.191,4.000,#958,1.095,2.000,#858,1.826,3.333,#967,1.278,2.333
#923,1.434,1.714,#918,1.554,1.857,#899,1.673,2.000,#672,2.988,3.571,#760,1.912,2.286,#923,1.554,1.857,#877,1.912,2.286
#924,1.423,2.250,#990,0.949,1.500,#910,1.581,2.500,#927,2.055,3.250,#729,2.055,3.250,#754,2.214,3.500,#954,1.423,2.250
#924,1.423,2.250,#874,1.739,2.750,#873,1.739,2.750,#830,2.530,4.000,#985,0.791,1.250,#940,1.423,2.250,#906,1.739,2.750
#924,1.423,2.250,#796,2.055,3.250,#940,1.423,2.250,#895,2.214,3.500,#800,1.739,2.750,#846,1.897,3.000,#931,1.581,2.500
#924,1.423,2.250,#932,1.423,2.250,#910,1.581,2.500,#927,2.055,3.250,#948,1.107,1.750,#846,1.897,3.000,#931,1.581,2.500
#924,1.423,2.250,#1006,0.632,1.000,#972,1.265,2.000,#587,3.162,5.000,#998,0.632,1.000,#940,1.423,2.250,#1001,0.949,1.500
#924,1.423,2.250,#932,1.423,2.250,#873,1.739,2.750,#927,2.055,3.250,#873,1.423,2.250,#904,1.581,2.500,#931,1.581,2.500
#924,1.423,2.250,#968,1.265,2.000,#873,1.739,2.750,#895,2.214,3.500,#998,0.632,1.000,#985,1.107,1.750,#906,1.739,2.750
#924,1.423,2.250,#755,2.214,3.500,#873,1.739,2.750,#895,2.214,3.500,#873,1.423,2.250,#904,1.581,2.500,#931,1.581,2.500
#924,1.423,2.250,#968,1.265,2.000,#873,1.739,2.750,#864,2.372,3.750,#925,1.265,2.000,#846,1.897,3.000,#954,1.423,2.250
#924,1.423,2.250,#874,1.739,2.750,#940,1.423,2.250,#956,1.897,3.000,#766,1.897,3.000,#754,2.214,3.500,#879,1.897,3.000
#924,1.423,2.250,#968,1.265,2.000,#910,1.581,2.500,#830,2.530,4.000,#948,1.107,1.750,#1005,0.791,1.250,#879,1.897,3.000
#924,1.423,2.250,#906,1.581,2.500,#972,1.265,2.000,#956,1.897,3.000,#873,1.423,2.250,#904,1.581,2.500,#751,2.372,3.750
#924,1.423,2.250,#796,2.055,3.250,#910,1.581,2.500,#895,2.214,3.500,#948,1.107,1.750,#985,1.107,1.750,#841,2.055,3.250
#924,1.423,2.250,#842,1.897,3.000,#846,1.897,3.000,#927,2.055,3.250,#985,0.791,1.250,#940,1.423,2.250,#906,1.739,2.750
#924,1.423,2.250,#906,1.581,2.500,#940,1.423,2.250,#972,1.739,2.750,#729,2.055,3.250,#973,1.265,2.000,#931,1.581,2.500
#924,1.423,2.250,#796,2.055,3.250,#873,1.739,2.750,#980,1.581,2.500,#800,1.739,2.750,#876,1.739,2.750,#906,1.739,2.750
#924,1.423,2.250,#932,1.423,2.250,#940,1.423,2.250,#956,1.897,3.000,#873,1.423,2.250,#904,1.581,2.500,#931,1.581,2.500
#941,1.420,1.833,#793,2.066,2.667,#959,1.291,1.667,#908,2.195,2.833,#966,1.033,1.333,#953,1.291,1.667,#946,1.549,2.000
#941,1.420,1.833,#860,1.807,2.333,#930,1.549,2.000,#875,2.324,3.000,#853,1.549,2.000,#953,1.291,1.667,#871,1.936,2.500
#943,1.414,2.000,#964,1.273,1.800,#952,1.414,2.000,#920,2.121,3.000,#810,1.697,2.400,#996,0.990,1.400,#889,1.838,2.600
#943,1.414,2.000,#639,2.546,3.600,#886,1.697,2.400,#747,2.828,4.000,#887,1.414,2.000,#882,1.697,2.400,#915,1.697,2.400
#943,1.414,2.000,#978,1.131,1.600,#952,1.414,2.000,#783,2.687,3.800,#671,2.263,3.200,#821,1.980,2.800,#974,1.273,1.800
#947,1.357,1.357,#792,2.071,2.071,#937,1.500,1.500,#539,3.286,3.286,#899,1.357,1.357,#880,1.714,1.714,#930,1.643,1.643
#948,1.291,1.667,#831,1.936,2.500,#894,1.678,2.167,#806,2.582,3.333,#936,1.162,1.500,#978,1.162,1.500,#900,1.807,2.333
#948,1.291,1.667,#893,1.678,2.167,#959,1.291,1.667,#875,2.324,3.000,#819,1.678,2.167,#926,1.549,2.000,#966,1.291,1.667
#950,1.278,2.333,#958,1.278,2.333,#961,1.278,2.333,#991,1.278,2.333,#910,1.278,2.333,#956,1.278,2.333,#967,1.278,2.333
#950,1.278,2.333,#958,1.278,2.333,#961,1.278,2.333,#991,1.278,2.333,#910,1.278,2.333,#956,1.278,2.333,#967,1.278,2.333
#950,1.278,2.333,#983,1.095,2.000,#987,1.095,2.000,#1006,1.095,2.000,#958,1.095,2.000,#993,1.095,2.000,#992,1.095,2.000
#950,1.278,2.333,#856,1.826,3.333,#902,1.643,3.000,#816,2.556,4.667,#958,1.095,2.000,#932,1.461,2.667,#856,2.008,3.667
#950,1.278,2.333,#903,1.643,3.000,#902,1.643,3.000,#858,2.373,4.333,#864,1.461,2.667,#956,1.278,2.333,#967,1.278,2.333
#950,1.278,2.333,#958,1.278,2.333,#902,1.643,3.000,#939,2.008,3.667,#992,0.730,1.333,#932,1.461,2.667,#992,1.095,2.000
#950,1.278,2.333,#958,1.278,2.333,#987,1.095,2.000,#816,2.556,4.667,#1007,0.548,1.000,#901,1.643,3.000,#804,2.191,4.000
#950,1.278,2.333,#1001,0.730,1.333,#987,1.095,2.000,#986,1.461,2.667,#910,1.278,2.333,#858,1.826,3.333,#926,1.643,3.000
#950,1.278,2.333,#958,1.278,2.333,#961,1.278,2.333,#991,1.278,2.333,#910,1.278,2.333,#956,1.278,2.333,#967,1.278,2.333
#959,1.273,1.800,#964,1.273,1.800,#966,1.273,1.800,#997,1.273,1.800,#921,1.273,1.800,#967,1.273,1.800,#974,1.273,1.800
#959,1.273,1.800,#987,0.990,1.400,#966,1.273,1.800,#975,1.697,2.400,#781,1.838,2.600,#915,1.556,2.200,#889,1.838,2.600
#959,1.273,1.800,#978,1.131,1.600,#981,1.131,1.600,#975,1.697,2.400,#887,1.414,2.000,#981,1.131,1.600,#987,1.131,1.600
#959,1.273,1.800,#778,2.121,3.000,#966,1.273,1.800,#847,2.404,3.400,#742,1.980,2.800,#740,2.263,3.200,#974,1.273,1.800
#959,1.273,1.800,#882,1.697,2.400,#966,1.273,1.800,#783,2.687,3.800,#781,1.838,2.600,#967,1.273,1.800,#987,1.131,1.600
#959,1.273,1.800,#639,2.546,3.600,#851,1.838,2.600,#819,2.546,3.600,#968,0.990,1.400,#915,1.556,2.200,#915,1.697,2.400
#959,1.273,1.800,#964,1.273,1.800,#966,1.273,1.800,#997,1.273,1.800,#921,1.273,1.800,#967,1.273,1.800,#974,1.273,1.800
#966,1.265,2.000,#1006,0.632,1.000,#910,1.581,2.500,#927,2.055,3.250,#729,2.055,3.250,#940,1.423,2.250,#979,1.265,2.000
#966,1.265,2.000,#479,3.004,4.750,#972,1.265,2.000,#725,2.846,4.500,#998,0.632,1.000,#985,1.107,1.750,#979,1.265,2.000
#966,1.265,2.000,#796,2.055,3.250,#985,1.107,1.750,#830,2.530,4.000,#729,2.055,3.250,#796,2.055,3.250,#906,1.739,2.750
#966,1.265,2.000,#796,2.055,3.250,#985,1.107,1.750,#864,2.372,3.750,#948,1.107,1.750,#985,1.107,1.750,#879,1.897,3.000
#966,1.265,2.000,#842,1.897,3.000,#910,1.581,2.500,#895,2.214,3.500,#998,0.632,1.000,#985,1.107,1.750,#931,1.581,2.500
#966,1.265,2.000,#968,1.265,2.000,#972,1.265,2.000,#999,1.265,2.000,#925,1.265,2.000,#973,1.265,2.000,#979,1.265,2.000
#966,1.265,2.000,#932,1.423,2.250,#910,1.581,2.500,#927,2.055,3.250,#679,2.214,3.500,#973,1.265,2.000,#979,1.265,2.000
#966,1.265,2.000,#968,1.265,2.000,#997,0.949,1.500,#1005,1.107,1.750,#873,1.423,2.250,#940,1.423,2.250,#1001,0.949,1.500
#974,1.195,1.429,#955,1.315,1.571,#958,1.315,1.571,#981,1.554,1.857,#961,1.076,1.286,#952,1.315,1.571,#952,1.434,1.714
#975,1.162,1.500,#941,1.420,1.833,#948,1.420,1.833,#983,1.549,2.000,#688,2.195,2.833,#794,2.066,2.667,#958,1.420,1.833
#977,1.131,1.600,#987,0.990,1.400,#994,0.990,1.400,#1007,0.990,1.400,#968,0.990,1.400,#996,0.990,1.400,#974,1.273,1.800
#977,1.131,1.600,#915,1.556,2.200,#966,1.273,1.800,#964,1.838,2.600,#921,1.273,1.800,#996,0.990,1.400,#962,1.414,2.000
#977,1.131,1.600,#915,1.556,2.200,#926,1.556,2.200,#683,2.970,4.200,#887,1.414,2.000,#967,1.273,1.800,#962,1.414,2.000
#977,1.131,1.600,#882,1.697,2.400,#952,1.414,2.000,#683,2.970,4.200,#982,0.849,1.200,#996,0.990,1.400,#997,0.990,1.400
#981,1.107,1.750,#932,1.423,2.250,#997,0.949,1.500,#956,1.897,3.000,#948,1.107,1.750,#985,1.107,1.750,#979,1.265,2.000
#981,1.107,1.750,#932,1.423,2.250,#972,1.265,2.000,#956,1.897,3.000,#873,1.423,2.250,#714,2.372,3.750,#906,1.739,2.750
#984,1.095,2.000,#1011,0.548,1.000,#858,1.826,3.333,#769,2.739,5.000,#910,1.278,2.333,#858,1.826,3.333,#1004,0.913,1.667
#984,1.095,2.000,#926,1.461,2.667,#961,1.278,2.333,#939,2.008,3.667,#1007,0.548,1.000,#956,1.278,2.333,#949,1.461,2.667
#988,1.033,1.333,#976,1.162,1.500,#979,1.162,1.500,#1003,1.162,1.500,#936,1.162,1.500,#978,1.162,1.500,#986,1.162,1.500
#988,1.033,1.333,#941,1.420,1.833,#993,1.033,1.333,#875,2.324,3.000,#991,0.775,1.000,#864,1.807,2.333,#958,1.420,1.833
#991,0.990,1.400,#741,2.263,3.200,#981,1.131,1.600,#783,2.687,3.800,#994,0.707,1.000,#915,1.556,2.200,#915,1.697,2.400
#991,0.990,1.400,#820,1.980,2.800,#981,1.131,1.600,#943,1.980,2.800,#994,0.707,1.000,#996,0.990,1.400,#915,1.697,2.400
#991,0.990,1.400,#987,0.990,1.400,#994,0.990,1.400,#1007,0.990,1.400,#968,0.990,1.400,#996,0.990,1.400,#997,0.990,1.400
#995,0.956,1.143,#974,1.195,1.429,#978,1.195,1.429,#954,1.912,2.286,#961,1.076,1.286,#977,1.195,1.429,#965,1.315,1.571
#996,0.949,1.500,#1006,0.632,1.000,#1003,0.791,1.250,#927,2.055,3.250,#873,1.423,2.250,#1005,0.791,1.250,#954,1.423,2.250
#996,0.949,1.500,#932,1.423,2.250,#972,1.265,2.000,#999,1.265,2.000,#985,0.791,1.250,#940,1.423,2.250,#931,1.581,2.500
#996,0.949,1.500,#968,1.265,2.000,#997,0.949,1.500,#999,1.265,2.000,#998,0.632,1.000,#1005,0.791,1.250,#991,1.107,1.750
#1000,0.913,1.667,#1011,0.548,1.000,#1012,0.548,1.000,#911,2.191,4.000,#976,0.913,1.667,#932,1.461,2.667,#1012,0.548,1.000
#1000,0.913,1.667,#992,0.913,1.667,#987,1.095,2.000,#986,1.461,2.667,#910,1.278,2.333,#1002,0.913,1.667,#992,1.095,2.000
#1000,0.913,1.667,#992,0.913,1.667,#1000,0.913,1.667,#1009,0.913,1.667,#910,1.278,2.333,#1002,0.913,1.667,#1004,0.913,1.667
#1000,0.913,1.667,#983,1.095,2.000,#987,1.095,2.000,#911,2.191,4.000,#1007,0.548,1.000,#956,1.278,2.333,#992,1.095,2.000
#1000,0.913,1.667,#1001,0.730,1.333,#987,1.095,2.000,#991,1.278,2.333,#1007,0.548,1.000,#1002,0.913,1.667,#992,1.095,2.000
#1000,0.913,1.667,#958,1.278,2.333,#1006,0.730,1.333,#986,1.461,2.667,#1007,0.548,1.000,#901,1.643,3.000,#967,1.278,2.333
#1000,0.913,1.667,#992,0.913,1.667,#1000,0.913,1.667,#991,1.278,2.333,#910,1.278,2.333,#932,1.461,2.667,#967,1.278,2.333
#1008,0.791,1.250,#999,0.791,1.250,#1003,0.791,1.250,#1010,0.791,1.250,#985,0.791,1.250,#1005,0.791,1.250,#1008,0.791,1.250
#1008,0.791,1.250,#1006,0.632,1.000,#1010,0.632,1.000,#956,1.897,3.000,#998,0.632,1.000,#1012,0.632,1.000,#1001,0.949,1.500
#1011,0.707,1.000,#1004,0.707,1.000,#1008,0.707,1.000,#1012,0.707,1.000,#994,0.707,1.000,#1010,0.707,1.000,#1010,0.707,1.000
#1011,0.707,1.000,#1004,0.707,1.000,#1008,0.707,1.000,#847,2.404,3.400,#994,0.707,1.000,#1010,0.707,1.000,#997,0.990,1.400
#1013,0.548,1.000,#1011,0.548,1.000,#1012,0.548,1.000,#1014,0.548,1.000,#1007,0.548,1.000,#1014,0.548,1.000,#1012,0.548,1.000
#1013,0.548,1.000,#1011,0.548,1.000,#1012,0.548,1.000,#1014,0.548,1.000,#1007,0.548,1.000,#993,1.095,2.000,#1012,0.548,1.000
#1013,0.548,1.000,#1011,0.548,1.000,#1012,0.548,1.000,#991,1.278,2.333,#1007,0.548,1.000,#1014,0.548,1.000,#1012,0.548,1.000
